sample_index,label,nearest_neighbor_index,nearest_neighbor_label,nearest_neighbor_distance,same_label
844,32,1536,41,0.044701073,False
845,93,1399,42,0.025047924,False
846,37,1094,73,0.042676453,False
847,26,475,89,0.039293747,False
848,81,270,44,0.04250011,False
849,5,435,26,0.0034179688,False
850,98,10,93,0.026035054,False
851,12,1068,82,0.049598414,False
852,76,89,93,0.049286183,False
853,40,507,98,0.05555688,False
854,92,189,33,0.052762624,False
855,36,225,23,0.037272844,False
856,83,913,99,0.05579241,False
857,83,1424,88,0.03830441,False
858,37,558,78,0.04132833,False
859,63,1114,63,0.03568464,True
860,49,185,81,0.02975312,False
861,76,379,18,0.02180929,False
862,51,101,84,0.04150965,False
863,44,1019,63,0.04253095,False
864,12,1083,91,0.028309787,False
865,39,479,72,0.09267702,False
866,6,1103,64,0.037441973,False
867,30,1444,30,0.025055062,True
868,76,653,40,0.046323713,False
869,99,1726,51,0.045627523,False
870,15,769,15,0.011187929,True
871,96,1154,9,0.10901966,False
872,16,620,35,0.045910124,False
873,71,1360,96,0.028771328,False
874,50,65,59,0.08272297,False
875,12,629,6,0.021611618,False
876,22,348,24,0.076354764,False
877,47,1476,46,0.05692195,False
878,27,418,78,0.038762275,False
879,72,1503,58,0.04466239,False
880,35,809,12,0.10498955,False
881,9,1584,15,0.026383007,False
882,2,1036,83,0.04029134,False
883,20,237,32,0.12415361,False
884,17,661,37,0.02708531,False
885,92,1226,56,0.08880076,False
886,74,1793,47,0.044280406,False
887,75,707,8,0.052614428,False
888,7,1516,98,0.27547222,False
889,83,670,55,0.017068904,False
890,4,1222,69,0.052994825,False
891,8,1080,50,0.041238815,False
892,37,1691,56,0.04458759,False
893,14,1174,75,0.4655605,False
894,86,1389,91,0.28616259,False
895,39,1592,70,0.06694085,False
896,90,617,66,0.04265969,False
897,38,731,9,0.016562022,False
898,42,1207,61,0.033918858,False
899,80,1043,45,0.020724649,False
900,95,89,93,0.12842958,False
901,14,445,28,0.027713994,False
902,24,972,92,0.044766363,False
903,86,1750,54,0.026039632,False
904,2,1587,12,0.02853627,False
905,93,955,42,0.012872486,False
906,61,1952,85,0.033975042,False
907,89,1319,20,0.018390127,False
908,19,1452,30,0.04190267,False
909,22,1915,21,0.079454176,False
910,76,752,75,0.028465163,False
911,61,107,58,0.04720445,False
912,33,1352,66,0.04782041,False
913,99,1489,88,0.046579063,False
914,66,1489,88,0.03420758,False
915,37,553,85,0.036715373,False
916,63,1361,45,0.013452127,False
917,31,1520,46,0.048268273,False
918,14,404,62,0.1067735,False
919,96,1398,8,0.0345336,False
920,22,719,87,0.032254294,False
921,40,757,63,0.077422224,False
922,63,1065,55,0.026021313,False
923,22,484,47,0.023473077,False
924,39,1554,38,0.03470234,False
925,17,989,63,0.030497063,False
926,84,179,4,0.029442996,False
927,3,237,32,0.14358623,False
928,74,1016,21,0.018567532,False
929,58,539,41,0.045823056,False
930,2,1822,93,0.035778057,False
931,29,568,60,0.02573108,False
932,50,1696,72,0.06458247,False
933,92,811,78,0.03191806,False
934,56,39,74,0.042391982,False
935,2,721,76,0.0835974,False
936,42,528,13,0.07592263,False
937,52,72,98,0.047375865,False
938,54,1150,25,0.058099315,False
939,9,1145,94,0.012467915,False
940,23,322,15,0.05383287,False
941,59,1877,4,0.01661233,False
942,46,1044,5,0.08424444,False
943,15,129,9,0.03980316,False
944,34,953,15,0.043793138,False
945,4,1836,66,0.050706074,False
946,70,204,38,0.082662426,False
947,35,1725,13,0.016590789,False
948,75,1786,62,0.034080144,False
949,72,1743,42,0.029002426,False
950,35,1190,75,0.03515286,False
951,88,1073,41,0.0105518475,False
952,11,13,77,0.06425306,False
953,15,944,34,0.043793138,False
954,3,651,33,0.019027311,False
955,42,905,93,0.012844674,False
956,36,147,100,0.057409916,False
957,8,679,22,0.025991518,False
958,82,1545,96,0.06225155,False
959,99,1275,47,0.012333331,False
960,46,358,29,0.029656805,False
961,11,454,6,0.03358154,False
962,81,536,24,0.22896954,False
963,29,1893,50,0.041334096,False
964,63,1586,15,0.037304815,False
965,28,105,11,0.072698176,False
966,26,1516,98,0.13639663,False
967,55,1420,100,0.41476035,False
968,96,1410,13,0.028202206,False
969,18,857,83,0.053489644,False
970,78,793,57,0.09252382,False
971,13,1947,61,0.05681085,False
972,92,902,24,0.04476237,False
973,47,659,78,0.014517645,False
974,5,1143,70,0.028798247,False
975,51,996,12,0.037883513,False
976,60,1372,65,0.047322992,False
977,7,743,10,0.027508918,False
978,77,198,64,0.032579742,False
979,63,346,93,0.03342855,False
980,11,477,100,0.05031311,False
981,22,615,58,0.032811265,False
982,95,1929,66,0.042351186,False
983,80,1054,79,0.06749594,False
984,4,1470,22,0.037006438,False
985,54,1585,5,0.08852446,False
986,21,36,35,0.031985216,False
987,94,37,36,0.056169324,False
988,45,1276,30,0.038046792,False
989,63,925,17,0.030497063,False
990,37,361,20,0.032733057,False
991,64,645,76,0.07466394,False
992,16,1024,43,0.038894292,False
993,3,613,46,0.020513624,False
994,30,943,15,0.041731626,False
995,53,619,28,0.12573314,False
996,12,975,51,0.03787722,False
997,30,1735,40,0.030887408,False
998,53,1589,3,0.10089656,False
999,6,1768,100,0.043075427,False
1000,25,1170,26,0.02860303,False
1001,68,1298,87,0.013982248,False
1002,37,978,77,0.0556405,False
1003,66,1622,43,0.03921023,False
1004,11,718,89,0.045216795,False
1005,36,587,75,0.048626292,False
1006,88,1747,94,0.035634495,False
1007,58,1550,88,0.0732487,False
1008,46,1338,12,0.08520123,False
1009,61,1535,14,0.08508222,False
1010,49,1724,14,0.021114988,False
1011,2,1039,77,0.049051005,False
1012,33,1245,100,0.037078846,False
1013,70,1748,52,0.026092226,False
1014,3,1290,73,0.033416066,False
1015,22,1846,0,0.088912785,False
1016,21,928,74,0.018567532,False
1017,38,1900,82,0.04895126,False
1018,36,1919,29,0.047103327,False
1019,63,863,44,0.04253095,False
1020,19,512,57,0.09223218,False
1021,100,1579,65,0.00059802,False
1022,69,1346,47,0.047171608,False
1023,42,1133,46,0.056476224,False
1024,43,1888,80,0.037815798,False
1025,21,482,3,0.012104058,False
1026,2,730,4,0.0041432036,False
1027,91,766,74,0.017441964,False
1028,35,304,78,0.036412165,False
1029,41,1111,37,0.035596006,False
1030,25,1212,78,0.05247036,False
1031,33,1825,50,0.03527473,False
1032,78,1302,7,0.036282614,False
1033,20,1983,87,0.049046144,False
1034,92,1013,70,0.04787647,False
1035,38,282,21,0.038581945,False
1036,83,882,2,0.04029134,False
1037,19,818,22,0.03030689,False
1038,1,734,83,0.074592054,False
1039,77,1247,23,0.040951632,False
1040,7,1278,27,0.012779543,False
1041,78,1436,67,0.012226547,False
1042,63,133,52,0.04749649,False
1043,45,92,32,0.012069538,False
1044,5,942,46,0.08424444,False
1045,88,1212,78,0.02803687,False
1046,47,1882,66,0.060323983,False
1047,31,855,36,0.044594277,False
1048,48,1976,51,0.033512246,False
1049,46,346,93,0.03290378,False
1050,63,827,57,0.04279361,False
1051,79,1802,91,0.04542328,False
1052,41,1072,5,0.034074895,False
1053,2,1861,53,0.042758774,False
1054,79,499,9,0.065241754,False
1055,100,627,92,0.021787414,False
1056,12,1370,12,0.031020274,True
1057,99,190,65,0.04342959,False
1058,73,1397,56,0.056213874,False
1059,87,161,1,0.015301211,False
1060,51,805,42,0.029624632,False
1061,5,222,4,0.011779627,False
1062,72,1519,23,0.019743718,False
1063,12,1701,17,0.03864832,False
1064,98,379,18,0.06909395,False
1065,55,922,63,0.026021313,False
1066,72,630,88,0.034523245,False
1067,1,1827,71,0.046836838,False
1068,82,822,11,0.028719489,False
1069,75,1551,63,0.027814893,False
1070,81,685,38,0.049126286,False
1071,17,18,57,0.01917087,False
1072,5,185,81,0.028309787,False
1073,41,951,88,0.0105518475,False
1074,44,1778,61,0.025554422,False
1075,5,1468,59,0.061207764,False
1076,39,145,34,0.052578166,False
1077,61,1868,3,0.2577533,False
1078,69,767,29,0.0404449,False
1079,94,335,22,0.04671706,False
1080,50,891,8,0.041238815,False
1081,48,1672,61,0.038688395,False
1082,79,153,2,0.012362294,False
1083,91,864,12,0.028309787,False
1084,11,663,83,0.020600608,False
1085,82,365,36,0.04019952,False
1086,75,1284,88,0.06617157,False
1087,5,1357,70,0.024114372,False
1088,94,907,89,0.020658394,False
1089,38,302,68,0.03217103,False
1090,18,155,5,0.030974124,False
1091,88,498,46,0.041875634,False
1092,96,390,85,0.06757361,False
1093,16,1797,45,0.021850245,False
1094,73,846,37,0.042676453,False
1095,11,1642,40,0.030028304,False
1096,9,1534,25,0.043304518,False
1097,19,744,41,0.02733503,False
1098,98,244,9,0.024671495,False
1099,94,40,0,0.12138136,False
1100,60,1375,29,0.03002235,False
1101,57,429,78,0.052743416,False
1102,85,1689,17,0.030592682,False
1103,64,463,18,0.029990567,False
1104,54,1574,85,0.030918268,False
1105,87,674,77,0.031368032,False
1106,17,1340,75,0.013514016,False
1107,21,1123,65,0.23305751,False
1108,54,1121,67,0.02334832,False
1109,66,961,11,0.037597656,False
1110,24,1556,4,0.0609022,False
1111,37,1029,41,0.035592657,False
1112,17,1910,4,0.038709957,False
1113,74,591,78,0.023181792,False
1114,63,648,71,0.034776118,False
1115,34,89,93,0.14942324,False
1116,47,1626,1,0.010432549,False
1117,24,1765,99,0.03075009,False
1118,51,186,69,0.034225,False
1119,17,1899,13,0.03277855,False
1120,90,797,66,0.033627655,False
1121,67,1108,54,0.023343215,False
1122,98,305,52,0.036764044,False
1123,65,266,28,0.098740324,False
1124,60,1456,86,0.04689153,False
1125,84,570,59,0.039414912,False
1126,17,1877,4,0.03129955,False
1127,94,486,16,0.10958733,False
1128,59,68,95,0.015625,False
1129,73,924,39,0.06832972,False
1130,2,1966,93,0.06590712,False
1131,38,291,12,0.047370832,False
1132,41,1504,67,0.018347943,False
1133,46,1023,42,0.056476224,False
1134,86,750,43,0.02816837,False
1135,50,711,15,0.04392632,False
1136,6,1668,61,0.06421502,False
1137,55,545,97,0.039296784,False
1138,92,12,21,0.039387684,False
1139,14,475,89,0.031585798,False
1140,71,1251,23,0.04341861,False
1141,98,1242,21,0.06917758,False
1142,96,1399,42,0.057592355,False
1143,70,776,71,0.028721565,False
1144,85,1159,76,0.045268174,False
1145,94,939,9,0.012467915,False
1146,66,1670,23,0.050590746,False
1147,95,186,69,0.04872548,False
1148,90,1685,56,0.0021283687,False
1149,62,398,80,0.05103649,False
1150,25,938,54,0.058099315,False
1151,23,85,59,0.02572181,False
1152,87,131,44,0.057882443,False
1153,94,1836,66,0.07795545,False
1154,9,1440,100,0.0545347,False
1155,68,165,20,0.036875743,False
1156,12,731,9,0.03726325,False
1157,64,1846,0,0.038067155,False
1158,83,227,41,0.018948836,False
1159,76,335,22,0.043156993,False
1160,55,1055,100,0.02760409,False
1161,90,1565,26,0.03399083,False
1162,54,523,94,0.034398712,False
1163,46,730,4,0.0073323525,False
1164,69,1261,80,0.039942183,False
1165,14,1278,27,0.012400806,False
1166,1,1942,96,0.041681606,False
1167,25,472,52,0.06236252,False
1168,96,55,24,0.021506557,False
1169,53,1494,8,0.038229648,False
1170,26,764,46,0.022043074,False
1171,65,1323,54,0.07036504,False
1172,0,616,23,0.013819308,False
1173,78,1325,8,0.044690408,False
1174,75,820,4,0.083159186,False
1175,87,1184,97,0.05633568,False
1176,72,537,88,0.045496706,False
1177,78,232,32,0.056762565,False
1178,73,1323,54,0.06287083,False
1179,46,170,87,0.02173263,False
1180,64,349,82,0.03268203,False
1181,0,223,28,0.014118,False
1182,17,1449,85,0.051066842,False
1183,99,1921,26,0.04748143,False
1184,97,1175,87,0.05633568,False
1185,92,904,2,0.03327485,False
1186,86,1974,10,0.037777953,False
1187,88,1320,39,0.10435977,False
1188,12,1172,0,0.014385664,False
1189,42,260,2,0.019622589,False
1190,75,950,35,0.03515286,False
1191,22,132,39,0.04992422,False
1192,97,1436,67,0.011534192,False
1193,32,331,56,0.035917725,False
1194,81,1748,52,0.03462668,False
1195,74,213,16,0.0113885775,False
1196,93,151,82,0.042899337,False
1197,38,209,70,0.1242232,False
1198,19,1859,86,0.046129014,False
1199,44,384,78,0.03320851,False
1200,93,1962,20,0.047127362,False
1201,0,366,13,0.085822985,False
1202,51,193,57,0.017900687,False
1203,11,1955,16,0.038361944,False
1204,20,1345,39,0.028663399,False
1205,81,136,81,0.0473809,True
1206,25,153,2,0.0103752585,False
1207,61,898,42,0.033918858,False
1208,50,1214,61,0.03186386,False
1209,16,1721,46,0.031274784,False
1210,44,860,49,0.035632823,False
1211,79,1985,40,0.06228697,False
1212,78,1045,88,0.028038995,False
1213,45,214,44,0.017920654,False
1214,61,1208,50,0.03186386,False
1215,44,525,49,0.07482183,False
1216,75,325,23,0.020279843,False
1217,52,360,77,0.007993508,False
1218,29,582,95,0.03725365,False
1219,79,1878,17,0.07722875,False
1220,46,304,78,0.043344416,False
1221,73,1611,63,0.11846633,False
1222,69,393,23,0.052295126,False
1223,5,1402,79,0.04735447,False
1224,33,120,35,0.05271629,False
1225,21,703,18,0.020510718,False
1226,56,1921,26,0.08613771,False
1227,83,1929,66,0.051861353,False
1228,25,678,54,0.04638929,False
1229,59,1477,22,0.043031126,False
1230,1,1538,100,0.021923773,False
1231,94,890,4,0.055939645,False
1232,36,79,53,0.042679247,False
1233,19,1417,32,0.039791178,False
1234,84,1834,49,0.081334375,False
1235,44,1641,36,0.031098954,False
1236,97,1641,36,0.02430395,False
1237,56,1324,91,0.057226896,False
1238,94,1201,0,0.089338124,False
1239,59,330,52,0.023845928,False
1240,69,820,4,0.056595355,False
1241,46,1227,83,0.052267764,False
1242,21,879,72,0.051644832,False
1243,76,142,94,0.12464377,False
1244,14,1259,62,0.1489882,False
1245,100,1236,97,0.033233628,False
1246,81,515,100,0.048018184,False
1247,23,1864,98,0.028882982,False
1248,66,1871,71,0.08054421,False
1249,74,1349,14,0.0738831,False
1250,5,440,95,0.04888059,False
1251,23,1140,71,0.04341861,False
1252,14,1261,80,0.04197799,False
1253,11,631,92,0.035140987,False
1254,9,1613,55,0.038685314,False
1255,7,1683,71,0.032725774,False
1256,0,1971,94,0.03573805,False
1257,33,298,84,0.035764728,False
1258,92,247,34,0.06265621,False
1259,62,793,57,0.119111605,False
1260,90,574,40,0.04673747,False
1261,80,1164,69,0.039942183,False
1262,89,353,83,0.057389148,False
1263,46,672,41,0.21748668,False
1264,59,1532,79,0.03515286,False
1265,56,1825,50,0.053954527,False
1266,1,1579,65,0.0013372133,False
1267,91,328,0,0.035349,False
1268,17,1190,75,0.058648657,False
1269,99,707,8,0.052378263,False
1270,59,371,93,0.06641164,False
1271,44,1621,65,0.012299455,False
1272,29,76,72,0.042102758,False
1273,44,1496,68,0.060647205,False
1274,31,1558,12,0.051871695,False
1275,47,959,99,0.012333331,False
1276,30,988,45,0.038046792,False
1277,74,1719,87,0.085488275,False
1278,27,1271,44,0.012371933,False
1279,79,1580,54,0.021297684,False
1280,78,1830,62,0.043151468,False
1281,43,421,44,0.058561187,False
1282,89,530,30,0.044199567,False
1283,68,761,11,0.042904895,False
1284,88,218,83,0.030889338,False
1285,40,616,23,0.015266111,False
1286,28,67,46,0.036385965,False
1287,57,434,37,0.27400956,False
1288,42,335,22,0.071180284,False
1289,79,1163,46,0.019974822,False
1290,73,1923,95,0.030245861,False
1291,23,1600,77,0.039181337,False
1292,11,1563,60,0.043289375,False
1293,99,727,28,0.057409916,False
1294,27,308,73,0.04974002,False
1295,15,132,39,0.03121374,False
1296,18,737,96,0.097140975,False
1297,26,1702,88,0.03868069,False
1298,87,560,92,0.010747734,False
1299,30,1387,64,0.045157436,False
1300,55,1779,31,0.04883667,False
1301,75,1989,9,0.047941163,False
1302,7,824,82,0.033691406,False
1303,80,1841,28,0.06140998,False
1304,66,621,98,0.16501088,False
1305,97,722,17,0.041589983,False
1306,17,369,59,0.039639596,False
1307,12,1480,69,0.052769404,False
1308,50,159,54,0.03495221,False
1309,23,605,47,0.03717998,False
1310,49,1743,42,0.024784783,False
1311,98,640,89,0.0336312,False
1312,56,1091,88,0.043134887,False
1313,25,316,74,0.042578574,False
1314,54,368,80,0.037561174,False
1315,92,368,80,0.047527853,False
1316,51,1604,36,0.045538608,False
1317,94,700,8,0.033471316,False
1318,79,1931,91,0.026806597,False
1319,20,907,89,0.018393368,False
1320,39,1187,88,0.10435977,False
1321,32,661,37,0.036841784,False
1322,28,1220,46,0.045427218,False
1323,54,1944,89,0.05983986,False
1324,91,1902,58,0.050098225,False
1325,8,217,93,0.037064373,False
1326,92,356,23,0.03357799,False
1327,44,1293,99,0.11653208,False
1328,19,382,56,0.114507936,False
1329,71,311,94,0.0939583,False
1330,29,95,32,0.062490463,False
1331,39,1206,25,0.011990263,False
1332,100,1742,72,0.030385457,False
1333,22,1944,89,0.03761826,False
1334,90,53,64,0.031047164,False
1335,51,185,81,0.03420061,False
1336,18,1562,96,0.023011468,False
1337,77,1582,92,0.052785214,False
1338,12,1138,92,0.058772516,False
1339,81,132,39,0.033210304,False
1340,75,144,68,0.010224801,False
1341,48,1914,48,0.08288997,True
1342,35,1353,76,0.027273906,False
1343,87,696,66,0.17091587,False
1344,57,265,79,0.12931159,False
1345,39,1204,20,0.028657159,False
1346,47,1022,69,0.047171608,False
1347,24,358,29,0.04760179,False
1348,64,286,77,0.23804249,False
1349,14,256,29,0.058484804,False
1350,25,1411,23,0.047983415,False
1351,94,682,56,0.03831219,False
1352,66,912,33,0.04782041,False
1353,76,1342,35,0.027273906,False
1354,13,708,71,0.03229677,False
1355,12,975,51,0.052893505,False
1356,71,834,60,0.03599729,False
1357,70,1797,45,0.02087081,False
1358,73,20,3,0.03817972,False
1359,60,1748,52,0.032572422,False
1360,96,47,66,0.026457455,False
1361,45,916,63,0.013452127,False
1362,66,1481,16,0.046430387,False
1363,21,1680,99,0.04569149,False
1364,94,1266,1,0.0032754901,False
1365,26,1526,53,0.052921668,False
1366,35,941,59,0.017618768,False
1367,29,431,99,0.024538258,False
1368,91,969,18,0.079095535,False
1369,93,1452,30,0.03884829,False
1370,12,1056,12,0.031020274,True
1371,12,118,6,0.026326466,False
1372,65,1699,26,0.0466545,False
1373,74,695,13,0.07660882,False
1374,99,1621,65,0.012216793,False
1375,29,1100,60,0.030028304,False
1376,54,772,66,0.05821615,False
1377,52,1427,11,0.17875695,False
1378,8,848,81,0.044433594,False
1379,95,1271,44,0.013711056,False
1380,47,1934,87,0.030048147,False
1381,20,1914,48,0.024710119,False
1382,30,35,69,0.027122693,False
1383,28,337,22,0.041552704,False
1384,29,310,24,0.053327825,False
1385,45,1367,29,0.026321938,False
1386,82,794,55,0.052300826,False
1387,64,1299,30,0.045157436,False
1388,95,373,21,0.036405616,False
1389,91,717,27,0.21283406,False
1390,79,398,80,0.044693075,False
1391,86,415,35,0.081103206,False
1392,91,1686,36,0.040353425,False
1393,41,660,18,0.029680913,False
1394,43,1761,87,0.049168736,False
1395,75,103,83,0.099974915,False
1396,69,1254,9,0.039442126,False
1397,56,1550,88,0.043402135,False
1398,8,1689,17,0.029268378,False
1399,42,845,93,0.025052683,False
1400,32,1574,85,0.031891905,False
1401,14,1580,54,0.01947012,False
1402,79,676,80,0.046512473,False
1403,11,344,13,0.1968691,False
1404,39,1699,26,0.06298828,False
1405,8,1465,27,0.037770063,False
1406,24,1546,58,0.037820525,False
1407,25,776,71,0.030962575,False
1408,54,1898,1,0.048417464,False
1409,13,1402,79,0.14184088,False
1410,13,1170,26,0.024722178,False
1411,23,1940,65,0.04020841,False
1412,63,1793,47,0.04091377,False
1413,19,549,12,0.05387714,False
1414,66,752,75,0.035335507,False
1415,76,1449,85,0.047203187,False
1416,39,1184,97,0.06907497,False
1417,32,1491,20,0.035604376,False
1418,16,629,6,0.024816027,False
1419,81,1148,90,0.0031265256,False
1420,100,1377,52,0.30558234,False
1421,83,28,7,0.043778166,False
1422,92,1653,67,0.14115974,False
1423,2,546,90,0.05078829,False
1424,88,1598,61,0.027556544,False
1425,49,1752,55,0.013883854,False
1426,40,302,68,0.031572584,False
1427,11,1377,52,0.17875695,False
1428,66,632,62,0.051760115,False
1429,70,527,19,0.04019952,False
1430,43,1703,15,0.023063214,False
1431,58,1627,11,0.030016392,False
1432,84,631,92,0.0316254,False
1433,73,1390,79,0.04583606,False
1434,68,544,95,0.032329973,False
1435,61,1586,15,0.04384211,False
1436,67,1192,97,0.011534192,False
1437,93,1734,22,0.037580214,False
1438,38,529,59,0.049716048,False
1439,39,417,23,0.033521138,False
1440,100,1154,9,0.0545347,False
1441,37,1885,51,0.057022385,False
1442,31,622,10,0.06396298,False
1443,6,437,23,0.06100292,False
1444,30,867,30,0.025055062,True
1445,16,1487,92,0.03319235,False
1446,81,106,29,0.044538103,False
1447,31,1075,5,0.12183669,False
1448,2,672,41,0.0973861,False
1449,85,317,41,0.046594415,False
1450,37,960,46,0.030192606,False
1451,8,200,78,0.02143994,False
1452,30,285,40,0.034849737,False
1453,68,465,10,0.04164727,False
1454,20,1051,79,0.051031817,False
1455,60,426,99,0.04851585,False
1456,86,1124,60,0.04689153,False
1457,11,1679,33,0.07110153,False
1458,5,1753,1,0.024178552,False
1459,71,1520,46,0.044908606,False
1460,18,1035,38,0.038788404,False
1461,25,635,45,0.077528395,False
1462,99,1637,70,0.0336312,False
1463,10,382,56,0.112006016,False
1464,62,148,86,0.033494458,False
1465,27,1405,8,0.037773218,False
1466,42,1969,30,0.047721844,False
1467,81,1019,63,0.04670685,False
1468,59,290,24,0.0371896,False
1469,100,459,69,0.14979893,False
1470,22,984,4,0.037006438,False
1471,74,827,57,0.04066536,False
1472,68,517,93,0.058951747,False
1473,0,758,86,0.053421628,False
1474,100,44,97,0.043892384,False
1475,15,1776,77,0.03177957,False
1476,46,653,40,0.052634817,False
1477,22,1613,55,0.036215197,False
1478,88,1906,27,0.020391224,False
1479,32,1131,38,0.075601645,False
1480,69,19,55,0.022659091,False
1481,16,1362,66,0.046430387,False
1482,7,1486,9,0.045315553,False
1483,5,1760,96,0.017740138,False
1484,21,807,16,0.06618868,False
1485,18,1225,21,0.023279293,False
1486,9,510,98,0.040474363,False
1487,92,1445,16,0.03319235,False
1488,66,392,48,0.021210749,False
1489,88,914,66,0.034204092,False
1490,100,1669,3,0.031715736,False
1491,20,242,19,0.031538583,False
1492,30,623,66,0.05959532,False
1493,83,689,77,0.0186572,False
1494,8,1169,53,0.038229648,False
1495,40,144,68,0.0074051516,False
1496,68,1273,44,0.06064917,False
1497,99,4,85,0.0140120555,False
1498,73,740,42,0.022706391,False
1499,55,595,2,0.044757042,False
1500,85,928,74,0.019552602,False
1501,97,1765,99,0.03337323,False
1502,23,841,22,0.65582687,False
1503,58,879,72,0.044661056,False
1504,67,788,42,0.015179972,False
1505,46,1543,83,0.14846319,False
1506,24,1988,15,0.05231108,False
1507,94,111,30,0.03371263,False
1508,96,756,2,0.020845093,False
1509,75,996,12,0.13078876,False
1510,30,715,30,0.014946512,True
1511,33,1962,20,0.04775181,False
1512,42,41,100,0.09766235,False
1513,55,687,53,0.029268378,False
1514,85,194,41,0.01091284,False
1515,18,1534,25,0.04610575,False
1516,98,1597,87,0.09807223,False
1517,80,1380,47,0.03649555,False
1518,23,128,32,0.046798643,False
1519,23,1062,72,0.019743718,False
1520,46,1459,71,0.044908606,False
1521,24,1145,94,0.03775112,False
1522,76,1552,7,0.059496224,False
1523,62,1161,90,0.034902718,False
1524,81,1847,82,0.032689326,False
1525,24,385,43,0.03983609,False
1526,53,1537,35,0.030831395,False
1527,29,533,12,0.05494629,False
1528,87,1641,36,0.032167323,False
1529,72,1568,99,0.03799506,False
1530,91,938,54,0.06447717,False
1531,100,1528,87,0.045156118,False
1532,79,1264,59,0.03515286,False
1533,9,316,74,0.04070345,False
1534,25,666,57,0.036977433,False
1535,14,1009,61,0.08508012,False
1536,41,844,32,0.044701073,False
1537,35,1526,53,0.030831395,False
1538,100,1230,1,0.021923773,False
1539,56,50,100,0.08393042,False
1540,29,1581,51,0.045828257,False
1541,95,211,41,0.035301756,False
1542,79,1140,71,0.04867897,False
1543,83,874,50,0.10619977,False
1544,72,1334,90,0.049326073,False
1545,96,585,89,0.040223233,False
1546,58,1406,24,0.037825253,False
1547,17,1730,31,0.06347187,False
1548,62,1950,79,0.069073245,False
1549,49,951,88,0.01554085,False
1550,88,1397,56,0.043410372,False
1551,63,1951,78,0.021874782,False
1552,7,826,50,0.050750725,False
1553,81,1739,80,0.18085366,False
1554,38,924,39,0.03470234,False
1555,81,1011,2,0.05982093,False
1556,4,64,18,0.044634353,False
1557,83,824,82,0.035724707,False
1558,12,707,8,0.038129732,False
1559,93,719,87,0.023284413,False
1560,82,791,21,0.04067415,False
1561,54,116,57,0.04625289,False
1562,96,1336,18,0.023011468,False
1563,60,1367,29,0.025071708,False
1564,48,555,47,0.035809696,False
1565,26,1161,90,0.03399083,False
1566,63,1858,7,0.04431001,False
1567,73,303,80,0.043710038,False
1568,99,537,88,0.034674846,False
1569,72,10,93,0.02896541,False
1570,46,821,80,0.029624632,False
1571,21,1723,50,0.027629988,False
1572,15,659,78,0.0168156,False
1573,95,1336,18,0.03920567,False
1574,85,1104,54,0.030910555,False
1575,100,343,59,0.038107842,False
1576,17,626,16,0.08556633,False
1577,68,428,26,0.10862035,False
1578,27,779,30,0.04098655,False
1579,65,1021,100,0.00059802,False
1580,54,68,95,0.018803583,False
1581,51,1540,29,0.045828257,False
1582,92,1169,53,0.04842608,False
1583,78,47,66,0.026421385,False
1584,15,1741,57,0.019124176,False
1585,5,219,81,0.06935828,False
1586,15,964,63,0.037304815,False
1587,12,904,2,0.028538357,False
1588,56,343,59,0.03000249,False
1589,3,401,28,0.088289835,False
1590,77,1843,82,0.0122752,False
1591,22,1638,80,0.046081178,False
1592,70,1895,48,0.06532758,False
1593,3,16,34,0.041233033,False
1594,43,498,46,0.08123979,False
1595,78,1286,28,0.053361345,False
1596,19,1407,25,0.036859576,False
1597,87,1268,17,0.07960332,False
1598,61,1424,88,0.027558709,False
1599,26,304,78,0.04642525,False
1600,77,1612,66,0.03551554,False
1601,23,1946,14,0.06420388,False
1602,8,694,16,0.03057904,False
1603,43,859,63,0.043892384,False
1604,36,1316,51,0.0455373,False
1605,97,50,100,0.08632779,False
1606,47,1500,85,0.02494539,False
1607,100,16,34,0.044365127,False
1608,79,1016,21,0.021768255,False
1609,36,440,95,0.0434241,False
1610,69,1906,27,0.014041801,False
1611,63,1589,3,0.11672577,False
1612,66,179,4,0.034523245,False
1613,55,1477,22,0.03621849,False
1614,6,982,95,0.07033708,False
1615,2,1288,42,0.09534059,False
1616,65,752,75,0.025587056,False
1617,93,461,36,0.11676764,False
1618,68,1598,61,0.04280475,False
1619,92,1650,38,0.049543105,False
1620,82,1877,4,0.018461293,False
1621,65,1374,99,0.012216793,False
1622,43,1003,66,0.03921479,False
1623,91,444,18,0.044417493,False
1624,20,435,26,0.0035379338,False
1625,53,340,71,0.052759234,False
1626,1,1116,47,0.010432549,False
1627,11,1431,58,0.030016392,False
1628,59,789,52,0.42111447,False
1629,57,583,52,0.021586781,False
1630,82,1664,100,0.054890934,False
1631,16,902,24,0.053150933,False
1632,75,1052,41,0.034924913,False
1633,42,388,34,0.02379839,False
1634,90,1554,38,0.096480966,False
1635,18,89,93,0.15346175,False
1636,41,870,15,0.015632628,False
1637,70,1923,95,0.03157636,False
1638,80,1591,22,0.046081178,False
1639,55,494,55,0.10339982,True
1640,3,221,2,0.039166123,False
1641,36,1236,97,0.02430395,False
1642,40,122,61,0.022314506,False
1643,98,689,77,0.014210578,False
1644,49,1743,42,0.037054725,False
1645,49,600,73,0.045504563,False
1646,97,417,23,0.045823056,False
1647,97,876,22,0.09018146,False
1648,21,1755,90,0.15060687,False
1649,43,896,90,0.047661852,False
